rh_volume_superiorfrontal,lh_volume_rostralmiddlefrontal,lh_volume_superiorfrontal,rh_volume_precentral
920.8710340711806,912.1750786573367,882.9504383175872,841.7193603515625
923.1274214002822,913.9787804166177,883.1823100245276,845.4432779947916
924.4348737928602,914.1139875139509,883.073784974564,845.7556966145834
924.6867587619357,912.7996321369831,885.7061529115189,845.8167521158854
926.8779069688585,916.3531640992129,886.3793977486071,844.0863647460938
925.5654805501302,916.2787415927514,887.8433330683745,844.5142618815104
919.7209255642362,915.6445060098978,885.6136773634327,846.1124471028646
922.0152787950303,914.762587009516,886.1686093825703,845.1888834635416
922.4092580159505,913.3143324314203,886.061562140413,846.1863606770834
919.7806501600478,914.665473192258,884.6299199067345,846.9279378255209
920.4578240288629,913.267170612077,885.2844313037488,845.1339518229166
922.8970981174045,914.8596397916177,887.438464450097,846.5677897135416
926.1412428114149,914.3328728926809,884.4477467145107,844.5611572265625
922.2039371066624,912.8500375389157,884.6691768675812,841.5260416666666
921.0101460774739,912.8879197199542,884.4216996540395,848.8631591796875
919.8496222601997,911.9250722325834,886.5539549834969,848.1234130859375
915.9499989827474,916.8847619537124,883.8125946281492,844.2651977539062
917.7877678765191,912.212655662594,884.241970612282,846.4340413411459
920.1477159288195,910.1505769428454,884.0933310811834,846.888427734375
920.3194749620226,915.2810788262159,886.0094658430232,842.5473225911459
921.7406450059678,916.5539537013922,887.4540778108345,843.7044677734375
918.7170694986979,913.7813734470453,886.146041136749,845.2239990234375
917.7378390842014,911.8170675406778,884.6896095453307,846.3601684570312
917.8729346381293,912.0747074901609,886.0286996767502,849.8044637044271
919.9560645209418,917.3073992047991,887.2381275738857,847.7644449869791
922.191328938802,912.25815576539,886.4018385303112,842.4160563151041
925.9292961968316,913.2224153217517,886.4916969476744,846.7889200846354
923.9693895128038,912.5721921992481,884.2980317344961,843.49951171875
924.1479966905382,913.8593694930686,885.6492723095324,846.6230672200521
918.3982855902777,914.2217407226562,884.9837113727895,846.6709187825521
921.7500725640191,910.2974881050282,885.548998644925,849.5250651041666
921.1697862413195,912.2097681949014,887.2873383751212,844.3479207356771
918.4898688422309,913.6124336414767,884.5609569933987,852.4158528645834
919.0228308783637,913.8921320635574,885.60823738039,847.9957071940104
922.4817447238498,914.8585696112841,887.6935252581455,847.2623291015625
923.3593393961588,919.9730417351974,887.0039018971052,845.937744140625
923.4363969590929,916.0904224367071,887.989361808836,848.4620768229166
923.7738681369358,918.9586663497122,884.1503698068071,847.0628865559896
923.606649102105,910.1548608765567,883.6793953829033,848.0376993815104
922.0282389322916,914.1463783665707,885.474267578125,840.5415445963541
919.799594116211,912.5021812037418,884.4761723481407,848.5100911458334
924.5856113009983,911.3901931647968,884.7703343591024,843.6298014322916
924.8748735215929,910.7932229866659,884.1872277548147,844.3629760742188
925.4471889919705,915.2416964652843,885.3489563461422,839.1964925130209
923.6071451822917,917.8951640881991,887.1435528895652,844.2551676432291
925.9967156304253,917.5525925715167,887.7896021643351,843.9762776692709
920.1386776394314,916.7200991981908,886.3010404365007,849.7933349609375
923.8495920817057,918.4335496945489,889.1189671716024,843.0035400390625
924.775047132704,921.2614787395736,889.9972641109496,846.5044962565104
922.5453715006511,920.1228500022028,889.110513944404,849.1571248372396
922.8692359076606,916.1684464762982,887.7897288714269,848.9791463216146
924.7485371907552,915.6591103919467,884.5928733648256,841.5091552734375
925.5718051486546,918.3106781235315,885.7493878505027,846.7345987955729
924.9275797526042,913.3909154906308,884.0267110661943,849.7250773111979
928.2154154459636,916.1959705783012,888.0567322250484,844.1045328776041
927.9138766818577,912.9097101885574,888.4746800622274,847.73828125
931.6803921169704,912.4852593213992,890.505150420906,842.0688680013021
933.9472995334202,914.8819708573191,890.8820891624273,842.0067952473959
927.1543182373047,913.5027006909363,888.5710090578065,840.9759928385416
921.2831556532118,910.567038629288,884.4967356127362,848.7943725585938
919.564875623915,911.9859701744596,882.5317183147105,846.9926350911459
917.585216946072,905.8560914921582,882.3340745556262,844.5772298177084
919.767436726888,911.9114604749178,885.332987562076,847.0320027669271
920.4627546522353,910.4808872767857,884.7687444169392,848.6183064778646
927.0852739122179,915.6458207897674,888.873842697735,845.9961954752604
926.608353000217,915.7285748245124,886.0137154039486,844.6108601888021
924.5077260335287,910.7992819879288,887.8377934418908,841.6225179036459
924.9564107259115,915.1159525706356,886.020159013142,846.3144938151041
925.2499745686849,910.9167939379699,888.820236986737,847.3291625976562
921.5072808159722,913.7622157505581,886.6547152260478,848.0881144205729
924.1161505805121,913.2180698939732,888.7922368958939,845.6204223632812
923.1918216281467,911.2785988714462,887.564695373062,846.2294311523438
926.1422515869141,908.6107861511689,886.2389988152556,846.4947916666666
